home_team_name,home_team_name,away_team_name,home_team_goal,away_team_goal,league_name
Grenoble Foot 38, Grenoble Foot 38, AS Monaco, 1, 0, France Ligue 1
LOSC Lille, LOSC Lille, Girondins de Bordeaux, 2, 1, France Ligue 1
FC Lorient, FC Lorient, AJ Auxerre, 0, 2, France Ligue 1
Olympique de Marseille, Olympique de Marseille, FC Sochaux-Montbéliard, 2, 1, France Ligue 1
AS Nancy-Lorraine, AS Nancy-Lorraine, Le Havre AC, 2, 1, France Ligue 1
FC Nantes, FC Nantes, Le Mans FC, 1, 4, France Ligue 1
OGC Nice, OGC Nice, Valenciennes FC, 2, 0, France Ligue 1
AS Saint-Étienne, AS Saint-Étienne, Olympique Lyonnais, 0, 1, France Ligue 1
Toulouse FC, Toulouse FC, Stade Rennais FC, 0, 0, France Ligue 1
AJ Auxerre, AJ Auxerre, AS Nancy-Lorraine, 1, 1, France Ligue 1
Girondins de Bordeaux, Girondins de Bordeaux, Olympique de Marseille, 1, 1, France Ligue 1
SM Caen, SM Caen, AS Saint-Étienne, 2, 0, France Ligue 1
Le Mans FC, Le Mans FC, Toulouse FC, 1, 2, France Ligue 1
Olympique Lyonnais, Olympique Lyonnais, OGC Nice, 3, 2, France Ligue 1
AS Monaco, AS Monaco, FC Lorient, 2, 0, France Ligue 1
Paris Saint-Germain, Paris Saint-Germain, FC Nantes, 1, 0, France Ligue 1
Stade Rennais FC, Stade Rennais FC, Le Havre AC, 1, 1, France Ligue 1
FC Sochaux-Montbéliard, FC Sochaux-Montbéliard, LOSC Lille, 1, 1, France Ligue 1
Valenciennes FC, Valenciennes FC, Grenoble Foot 38, 1, 1, France Ligue 1
Grenoble Foot 38, Grenoble Foot 38, Girondins de Bordeaux, 0, 1, France Ligue 1
Le Havre AC, Le Havre AC, Olympique Lyonnais, 0, 1, France Ligue 1
FC Lorient, FC Lorient, SM Caen, 1, 1, France Ligue 1
LOSC Lille, LOSC Lille, AJ Auxerre, 3, 2, France Ligue 1
Olympique de Marseille, Olympique de Marseille, AS Monaco, 0, 0, France Ligue 1
AS Nancy-Lorraine, AS Nancy-Lorraine, Stade Rennais FC, 0, 0, France Ligue 1
FC Nantes, FC Nantes, Valenciennes FC, 2, 0, France Ligue 1
OGC Nice, OGC Nice, Le Mans FC, 2, 2, France Ligue 1
AS Saint-Étienne, AS Saint-Étienne, Paris Saint-Germain, 1, 0, France Ligue 1
Toulouse FC, Toulouse FC, FC Sochaux-Montbéliard, 2, 1, France Ligue 1
AJ Auxerre, AJ Auxerre, Le Havre AC, 3, 0, France Ligue 1
Girondins de Bordeaux, Girondins de Bordeaux, AS Saint-Étienne, 1, 1, France Ligue 1
SM Caen, SM Caen, FC Nantes, 3, 0, France Ligue 1
Le Mans FC, Le Mans FC, Olympique de Marseille, 1, 1, France Ligue 1
Olympique Lyonnais, Olympique Lyonnais, AS Nancy-Lorraine, 2, 1, France Ligue 1
AS Monaco, AS Monaco, LOSC Lille, 0, 2, France Ligue 1
Paris Saint-Germain, Paris Saint-Germain, Grenoble Foot 38, 0, 1, France Ligue 1
Stade Rennais FC, Stade Rennais FC, OGC Nice, 1, 0, France Ligue 1
FC Sochaux-Montbéliard, FC Sochaux-Montbéliard, FC Lorient, 1, 1, France Ligue 1
Valenciennes FC, Valenciennes FC, Toulouse FC, 0, 1, France Ligue 1
Grenoble Foot 38, Grenoble Foot 38, FC Nantes, 0, 1, France Ligue 1
Le Havre AC, Le Havre AC, Le Mans FC, 1, 2, France Ligue 1
LOSC Lille, LOSC Lille, Valenciennes FC, 1, 0, France Ligue 1
FC Lorient, FC Lorient, Girondins de Bordeaux, 1, 2, France Ligue 1
Olympique de Marseille, Olympique de Marseille, SM Caen, 2, 1, France Ligue 1
AS Nancy-Lorraine, AS Nancy-Lorraine, Paris Saint-Germain, 1, 1, France Ligue 1
OGC Nice, OGC Nice, FC Sochaux-Montbéliard, 1, 1, France Ligue 1
Stade Rennais FC, Stade Rennais FC, Olympique Lyonnais, 3, 0, France Ligue 1
AS Saint-Étienne, AS Saint-Étienne, AS Monaco, 2, 0, France Ligue 1
Toulouse FC, Toulouse FC, AJ Auxerre, 1, 0, France Ligue 1
AJ Auxerre, AJ Auxerre, Stade Rennais FC, 0, 0, France Ligue 1
Girondins de Bordeaux, Girondins de Bordeaux, Toulouse FC, 2, 1, France Ligue 1
SM Caen, SM Caen, Grenoble Foot 38, 2, 2, France Ligue 1
Le Mans FC, Le Mans FC, AS Nancy-Lorraine, 2, 0, France Ligue 1
Olympique Lyonnais, Olympique Lyonnais, LOSC Lille, 2, 2, France Ligue 1
AS Monaco, AS Monaco, OGC Nice, 1, 2, France Ligue 1
FC Nantes, FC Nantes, AS Saint-Étienne, 1, 0, France Ligue 1
Paris Saint-Germain, Paris Saint-Germain, FC Lorient, 3, 2, France Ligue 1
FC Sochaux-Montbéliard, FC Sochaux-Montbéliard, Le Havre AC, 1, 1, France Ligue 1
Valenciennes FC, Valenciennes FC, Olympique de Marseille, 1, 3, France Ligue 1
AJ Auxerre, AJ Auxerre, FC Sochaux-Montbéliard, 0, 1, France Ligue 1
Girondins de Bordeaux, Girondins de Bordeaux, RC Lens, 4, 1, France Ligue 1
Grenoble Foot 38, Grenoble Foot 38, Olympique de Marseille, 0, 2, France Ligue 1
Le Mans FC, Le Mans FC, Olympique Lyonnais, 2, 2, France Ligue 1
LOSC Lille, LOSC Lille, FC Lorient, 1, 2, France Ligue 1
AS Monaco, AS Monaco, Toulouse FC, 1, 0, France Ligue 1
Montpellier Hérault SC, Montpellier Hérault SC, Paris Saint-Germain, 1, 1, France Ligue 1
Stade Rennais FC, Stade Rennais FC, US Boulogne Cote D'Opale, 3, 0, France Ligue 1
AS Saint-Étienne, AS Saint-Étienne, OGC Nice, 0, 2, France Ligue 1
Valenciennes FC, Valenciennes FC, AS Nancy-Lorraine, 1, 3, France Ligue 1
AJ Auxerre, AJ Auxerre, LOSC Lille, 3, 2, France Ligue 1
Girondins de Bordeaux, Girondins de Bordeaux, Le Mans FC, 3, 0, France Ligue 1
US Boulogne Cote D'Opale, US Boulogne Cote D'Opale, AS Monaco, 1, 3, France Ligue 1
Grenoble Foot 38, Grenoble Foot 38, AS Nancy-Lorraine, 1, 2, France Ligue 1
RC Lens, RC Lens, Toulouse FC, 0, 2, France Ligue 1
Olympique de Marseille, Olympique de Marseille, Paris Saint-Germain, 1, 0, France Ligue 1
OGC Nice, OGC Nice, Olympique Lyonnais, 4, 1, France Ligue 1
Stade Rennais FC, Stade Rennais FC, Montpellier Hérault SC, 3, 0, France Ligue 1
AS Saint-Étienne, AS Saint-Étienne, Valenciennes FC, 0, 2, France Ligue 1
FC Sochaux-Montbéliard, FC Sochaux-Montbéliard, FC Lorient, 1, 0, France Ligue 1
Le Mans FC, Le Mans FC, Grenoble Foot 38, 1, 0, France Ligue 1
LOSC Lille, LOSC Lille, AS Saint-Étienne, 4, 0, France Ligue 1
FC Lorient, FC Lorient, Olympique de Marseille, 1, 2, France Ligue 1
Olympique Lyonnais, Olympique Lyonnais, US Boulogne Cote D'Opale, 2, 0, France Ligue 1
AS Monaco, AS Monaco, Stade Rennais FC, 1, 0, France Ligue 1
Montpellier Hérault SC, Montpellier Hérault SC, Girondins de Bordeaux, 0, 1, France Ligue 1
AS Nancy-Lorraine, AS Nancy-Lorraine, OGC Nice, 2, 0, France Ligue 1
Paris Saint-Germain, Paris Saint-Germain, RC Lens, 1, 1, France Ligue 1
Toulouse FC, Toulouse FC, FC Sochaux-Montbéliard, 2, 0, France Ligue 1
Valenciennes FC, Valenciennes FC, AJ Auxerre, 0, 0, France Ligue 1
AJ Auxerre, AJ Auxerre, Montpellier Hérault SC, 2, 1, France Ligue 1
Girondins de Bordeaux, Girondins de Bordeaux, AS Monaco, 1, 0, France Ligue 1
US Boulogne Cote D'Opale, US Boulogne Cote D'Opale, AS Nancy-Lorraine, 1, 2, France Ligue 1
Grenoble Foot 38, Grenoble Foot 38, LOSC Lille, 0, 2, France Ligue 1
RC Lens, RC Lens, FC Lorient, 1, 1, France Ligue 1
Olympique de Marseille, Olympique de Marseille, Toulouse FC, 1, 1, France Ligue 1
OGC Nice, OGC Nice, Le Mans FC, 1, 0, France Ligue 1
Stade Rennais FC, Stade Rennais FC, Valenciennes FC, 0, 3, France Ligue 1
AS Saint-Étienne, AS Saint-Étienne, Olympique Lyonnais, 0, 1, France Ligue 1
FC Sochaux-Montbéliard, FC Sochaux-Montbéliard, Paris Saint-Germain, 1, 4, France Ligue 1
Le Mans FC, Le Mans FC, AJ Auxerre, 0, 1, France Ligue 1
LOSC Lille, LOSC Lille, Girondins de Bordeaux, 2, 0, France Ligue 1
FC Lorient, FC Lorient, US Boulogne Cote D'Opale, 5, 0, France Ligue 1
Olympique Lyonnais, Olympique Lyonnais, Olympique de Marseille, 5, 5, France Ligue 1
AS Monaco, AS Monaco, Grenoble Foot 38, 0, 0, France Ligue 1
AS Nancy-Lorraine, AS Nancy-Lorraine, AS Saint-Étienne, 0, 1, France Ligue 1
Paris Saint-Germain, Paris Saint-Germain, OGC Nice, 0, 1, France Ligue 1
FC Sochaux-Montbéliard, FC Sochaux-Montbéliard, RC Lens, 1, 2, France Ligue 1
Toulouse FC, Toulouse FC, Stade Rennais FC, 3, 2, France Ligue 1
Valenciennes FC, Valenciennes FC, Montpellier Hérault SC, 1, 1, France Ligue 1
AJ Auxerre, AJ Auxerre, AS Monaco, 2, 0, France Ligue 1
Girondins de Bordeaux, Girondins de Bordeaux, Valenciennes FC, 0, 1, France Ligue 1
US Boulogne Cote D'Opale, US Boulogne Cote D'Opale, Paris Saint-Germain, 2, 5, France Ligue 1
Grenoble Foot 38, Grenoble Foot 38, Olympique Lyonnais, 1, 1, France Ligue 1
RC Lens, RC Lens, AS Nancy-Lorraine, 2, 1, France Ligue 1
Olympique de Marseille, Olympique de Marseille, FC Sochaux-Montbéliard, 3, 0, France Ligue 1
Montpellier Hérault SC, Montpellier Hérault SC, LOSC Lille, 2, 0, France Ligue 1
OGC Nice, OGC Nice, Toulouse FC, 1, 0, France Ligue 1
Stade Rennais FC, Stade Rennais FC, Le Mans FC, 2, 1, France Ligue 1
AS Saint-Étienne, AS Saint-Étienne, FC Lorient, 0, 2, France Ligue 1
Le Mans FC, Le Mans FC, AS Saint-Étienne, 1, 1, France Ligue 1
RC Lens, RC Lens, Olympique de Marseille, 1, 0, France Ligue 1
LOSC Lille, LOSC Lille, Valenciennes FC, 4, 0, France Ligue 1
FC Lorient, FC Lorient, Grenoble Foot 38, 2, 2, France Ligue 1
Olympique Lyonnais, Olympique Lyonnais, Stade Rennais FC, 1, 1, France Ligue 1
AS Monaco, AS Monaco, Montpellier Hérault SC, 4, 0, France Ligue 1
AS Nancy-Lorraine, AS Nancy-Lorraine, Girondins de Bordeaux, 0, 3, France Ligue 1
Paris Saint-Germain, Paris Saint-Germain, AJ Auxerre, 1, 0, France Ligue 1
FC Sochaux-Montbéliard, FC Sochaux-Montbéliard, OGC Nice, 1, 0, France Ligue 1
Toulouse FC, Toulouse FC, US Boulogne Cote D'Opale, 1, 0, France Ligue 1
AJ Auxerre, AJ Auxerre, AS Nancy-Lorraine, 1, 3, France Ligue 1
Girondins de Bordeaux, Girondins de Bordeaux, Paris Saint-Germain, 1, 0, France Ligue 1
US Boulogne Cote D'Opale, US Boulogne Cote D'Opale, RC Lens, 2, 1, France Ligue 1
Grenoble Foot 38, Grenoble Foot 38, Toulouse FC, 1, 0, France Ligue 1
LOSC Lille, LOSC Lille, Olympique Lyonnais, 4, 3, France Ligue 1
Montpellier Hérault SC, Montpellier Hérault SC, Le Mans FC, 2, 1, France Ligue 1
OGC Nice, OGC Nice, Olympique de Marseille, 1, 3, France Ligue 1
Stade Rennais FC, Stade Rennais FC, FC Lorient, 1, 0, France Ligue 1
AS Saint-Étienne, AS Saint-Étienne, FC Sochaux-Montbéliard, 0, 0, France Ligue 1
Valenciennes FC, Valenciennes FC, AS Monaco, 3, 1, France Ligue 1
Le Mans FC, Le Mans FC, Valenciennes FC, 2, 1, France Ligue 1
RC Lens, RC Lens, OGC Nice, 2, 0, France Ligue 1
FC Lorient, FC Lorient, AJ Auxerre, 0, 0, France Ligue 1
Olympique Lyonnais, Olympique Lyonnais, Girondins de Bordeaux, 0, 1, France Ligue 1
Olympique de Marseille, Olympique de Marseille, US Boulogne Cote D'Opale, 2, 0, France Ligue 1
AS Monaco, AS Monaco, LOSC Lille, 0, 4, France Ligue 1
AS Nancy-Lorraine, AS Nancy-Lorraine, Stade Rennais FC, 1, 2, France Ligue 1
Paris Saint-Germain, Paris Saint-Germain, AS Saint-Étienne, 3, 0, France Ligue 1
FC Sochaux-Montbéliard, FC Sochaux-Montbéliard, Grenoble Foot 38, 1, 0, France Ligue 1
Toulouse FC, Toulouse FC, Montpellier Hérault SC, 0, 1, France Ligue 1
AJ Auxerre, AJ Auxerre, Toulouse FC, 1, 1, France Ligue 1
Girondins de Bordeaux, Girondins de Bordeaux, FC Lorient, 4, 1, France Ligue 1
US Boulogne Cote D'Opale, US Boulogne Cote D'Opale, FC Sochaux-Montbéliard, 0, 0, France Ligue 1
Grenoble Foot 38, Grenoble Foot 38, OGC Nice, 1, 1, France Ligue 1
LOSC Lille, LOSC Lille, Le Mans FC, 3, 0, France Ligue 1
AS Monaco, AS Monaco, Olympique Lyonnais, 1, 1, France Ligue 1
Montpellier Hérault SC, Montpellier Hérault SC, AS Nancy-Lorraine, 0, 2, France Ligue 1
Stade Rennais FC, Stade Rennais FC, Paris Saint-Germain, 1, 0, France Ligue 1
AS Saint-Étienne, AS Saint-Étienne, Olympique de Marseille, 0, 0, France Ligue 1
Valenciennes FC, Valenciennes FC, RC Lens, 0, 0, France Ligue 1
Le Mans FC, Le Mans FC, AS Monaco, 1, 1, France Ligue 1
RC Lens, RC Lens, AS Saint-Étienne, 1, 0, France Ligue 1
FC Lorient, FC Lorient, Valenciennes FC, 3, 2, France Ligue 1
Olympique Lyonnais, Olympique Lyonnais, Montpellier Hérault SC, 1, 2, France Ligue 1
Olympique de Marseille, Olympique de Marseille, AJ Auxerre, 0, 2, France Ligue 1
AS Nancy-Lorraine, AS Nancy-Lorraine, LOSC Lille, 0, 4, France Ligue 1
OGC Nice, OGC Nice, US Boulogne Cote D'Opale, 2, 2, France Ligue 1
Paris Saint-Germain, Paris Saint-Germain, Grenoble Foot 38, 4, 0, France Ligue 1
FC Sochaux-Montbéliard, FC Sochaux-Montbéliard, Stade Rennais FC, 2, 0, France Ligue 1
Toulouse FC, Toulouse FC, Girondins de Bordeaux, 1, 2, France Ligue 1
US Boulogne Cote D'Opale, US Boulogne Cote D'Opale, Grenoble Foot 38, 2, 1, France Ligue 1
RC Lens, RC Lens, AJ Auxerre, 2, 0, France Ligue 1
FC Lorient, FC Lorient, Montpellier Hérault SC, 2, 2, France Ligue 1
Olympique Lyonnais, Olympique Lyonnais, Valenciennes FC, 1, 0, France Ligue 1
Olympique de Marseille, Olympique de Marseille, LOSC Lille, 1, 0, France Ligue 1
AS Nancy-Lorraine, AS Nancy-Lorraine, AS Monaco, 4, 0, France Ligue 1
OGC Nice, OGC Nice, Stade Rennais FC, 1, 1, France Ligue 1
Paris Saint-Germain, Paris Saint-Germain, Le Mans FC, 3, 1, France Ligue 1
FC Sochaux-Montbéliard, FC Sochaux-Montbéliard, Girondins de Bordeaux, 2, 3, France Ligue 1
Toulouse FC, Toulouse FC, AS Saint-Étienne, 3, 1, France Ligue 1
AJ Auxerre, AJ Auxerre, US Boulogne Cote D'Opale, 0, 0, France Ligue 1
Girondins de Bordeaux, Girondins de Bordeaux, Olympique de Marseille, 1, 1, France Ligue 1
Grenoble Foot 38, Grenoble Foot 38, AS Saint-Étienne, 1, 2, France Ligue 1
Le Mans FC, Le Mans FC, FC Lorient, 0, 3, France Ligue 1
LOSC Lille, LOSC Lille, Paris Saint-Germain, 3, 1, France Ligue 1
AS Monaco, AS Monaco, FC Sochaux-Montbéliard, 2, 0, France Ligue 1
Montpellier Hérault SC, Montpellier Hérault SC, OGC Nice, 1, 0, France Ligue 1
AS Nancy-Lorraine, AS Nancy-Lorraine, Olympique Lyonnais, 0, 2, France Ligue 1
Stade Rennais FC, Stade Rennais FC, RC Lens, 1, 1, France Ligue 1
Valenciennes FC, Valenciennes FC, Toulouse FC, 1, 3, France Ligue 1
US Boulogne Cote D'Opale, US Boulogne Cote D'Opale, Valenciennes FC, 0, 2, France Ligue 1
Grenoble Foot 38, Grenoble Foot 38, Girondins de Bordeaux, 1, 3, France Ligue 1
RC Lens, RC Lens, Montpellier Hérault SC, 0, 1, France Ligue 1
FC Lorient, FC Lorient, Olympique Lyonnais, 1, 3, France Ligue 1
Olympique de Marseille, Olympique de Marseille, Le Mans FC, 2, 1, France Ligue 1
OGC Nice, OGC Nice, AJ Auxerre, 0, 1, France Ligue 1
Paris Saint-Germain, Paris Saint-Germain, AS Monaco, 0, 1, France Ligue 1
AS Saint-Étienne, AS Saint-Étienne, Stade Rennais FC, 0, 0, France Ligue 1
FC Sochaux-Montbéliard, FC Sochaux-Montbéliard, LOSC Lille, 2, 1, France Ligue 1
Toulouse FC, Toulouse FC, AS Nancy-Lorraine, 0, 0, France Ligue 1
AJ Auxerre, AJ Auxerre, AS Saint-Étienne, 1, 0, France Ligue 1
Girondins de Bordeaux, Girondins de Bordeaux, US Boulogne Cote D'Opale, 0, 0, France Ligue 1
Le Mans FC, Le Mans FC, Toulouse FC, 1, 3, France Ligue 1
LOSC Lille, LOSC Lille, RC Lens, 1, 0, France Ligue 1
Olympique Lyonnais, Olympique Lyonnais, Paris Saint-Germain, 2, 1, France Ligue 1
AS Monaco, AS Monaco, OGC Nice, 3, 2, France Ligue 1
Montpellier Hérault SC, Montpellier Hérault SC, Olympique de Marseille, 2, 0, France Ligue 1
AS Nancy-Lorraine, AS Nancy-Lorraine, FC Lorient, 1, 0, France Ligue 1
Stade Rennais FC, Stade Rennais FC, Grenoble Foot 38, 4, 0, France Ligue 1
Valenciennes FC, Valenciennes FC, FC Sochaux-Montbéliard, 1, 1, France Ligue 1
US Boulogne Cote D'Opale, US Boulogne Cote D'Opale, Montpellier Hérault SC, 0, 2, France Ligue 1
Grenoble Foot 38, Grenoble Foot 38, AJ Auxerre, 5, 0, France Ligue 1
RC Lens, RC Lens, Le Mans FC, 2, 1, France Ligue 1
Olympique de Marseille, Olympique de Marseille, Valenciennes FC, 5, 1, France Ligue 1
OGC Nice, OGC Nice, LOSC Lille, 1, 1, France Ligue 1
Paris Saint-Germain, Paris Saint-Germain, FC Lorient, 0, 3, France Ligue 1
Stade Rennais FC, Stade Rennais FC, Girondins de Bordeaux, 4, 2, France Ligue 1
AS Saint-Étienne, AS Saint-Étienne, AS Monaco, 3, 0, France Ligue 1
FC Sochaux-Montbéliard, FC Sochaux-Montbéliard, AS Nancy-Lorraine, 1, 1, France Ligue 1
Toulouse FC, Toulouse FC, Olympique Lyonnais, 0, 0, France Ligue 1
AJ Auxerre, AJ Auxerre, Stade Rennais FC, 1, 0, France Ligue 1
Girondins de Bordeaux, Girondins de Bordeaux, AS Saint-Étienne, 3, 1, France Ligue 1
Le Mans FC, Le Mans FC, FC Sochaux-Montbéliard, 0, 0, France Ligue 1
LOSC Lille, LOSC Lille, US Boulogne Cote D'Opale, 3, 1, France Ligue 1
FC Lorient, FC Lorient, Toulouse FC, 1, 1, France Ligue 1
Olympique Lyonnais, Olympique Lyonnais, RC Lens, 1, 0, France Ligue 1
AS Monaco, AS Monaco, Olympique de Marseille, 1, 2, France Ligue 1
Montpellier Hérault SC, Montpellier Hérault SC, Grenoble Foot 38, 1, 0, France Ligue 1
AS Nancy-Lorraine, AS Nancy-Lorraine, Paris Saint-Germain, 0, 0, France Ligue 1
Valenciennes FC, Valenciennes FC, OGC Nice, 2, 1, France Ligue 1
Girondins de Bordeaux, Girondins de Bordeaux, AJ Auxerre, 1, 2, France Ligue 1
US Boulogne Cote D'Opale, US Boulogne Cote D'Opale, Le Mans FC, 1, 3, France Ligue 1
Grenoble Foot 38, Grenoble Foot 38, Valenciennes FC, 0, 1, France Ligue 1
RC Lens, RC Lens, AS Monaco, 3, 0, France Ligue 1
Olympique de Marseille, Olympique de Marseille, AS Nancy-Lorraine, 3, 1, France Ligue 1
OGC Nice, OGC Nice, FC Lorient, 1, 0, France Ligue 1
Paris Saint-Germain, Paris Saint-Germain, Toulouse FC, 1, 0, France Ligue 1
Stade Rennais FC, Stade Rennais FC, LOSC Lille, 1, 2, France Ligue 1
AS Saint-Étienne, AS Saint-Étienne, Montpellier Hérault SC, 1, 0, France Ligue 1
FC Sochaux-Montbéliard, FC Sochaux-Montbéliard, Olympique Lyonnais, 0, 4, France Ligue 1
Le Mans FC, Le Mans FC, Girondins de Bordeaux, 2, 1, France Ligue 1
LOSC Lille, LOSC Lille, AJ Auxerre, 1, 2, France Ligue 1
FC Lorient, FC Lorient, FC Sochaux-Montbéliard, 1, 0, France Ligue 1
Olympique Lyonnais, Olympique Lyonnais, OGC Nice, 2, 0, France Ligue 1
AS Monaco, AS Monaco, US Boulogne Cote D'Opale, 1, 0, France Ligue 1
Montpellier Hérault SC, Montpellier Hérault SC, Stade Rennais FC, 3, 1, France Ligue 1
AS Nancy-Lorraine, AS Nancy-Lorraine, Grenoble Foot 38, 0, 2, France Ligue 1
Paris Saint-Germain, Paris Saint-Germain, Olympique de Marseille, 0, 3, France Ligue 1
Toulouse FC, Toulouse FC, RC Lens, 1, 0, France Ligue 1
Valenciennes FC, Valenciennes FC, AS Saint-Étienne, 1, 0, France Ligue 1
AJ Auxerre, AJ Auxerre, Valenciennes FC, 1, 0, France Ligue 1
Girondins de Bordeaux, Girondins de Bordeaux, Montpellier Hérault SC, 1, 1, France Ligue 1
US Boulogne Cote D'Opale, US Boulogne Cote D'Opale, Olympique Lyonnais, 0, 0, France Ligue 1
Grenoble Foot 38, Grenoble Foot 38, Le Mans FC, 1, 1, France Ligue 1
RC Lens, RC Lens, Paris Saint-Germain, 1, 1, France Ligue 1
Olympique de Marseille, Olympique de Marseille, FC Lorient, 1, 1, France Ligue 1
OGC Nice, OGC Nice, AS Nancy-Lorraine, 2, 3, France Ligue 1
Stade Rennais FC, Stade Rennais FC, AS Monaco, 1, 0, France Ligue 1
AS Saint-Étienne, AS Saint-Étienne, LOSC Lille, 1, 1, France Ligue 1
FC Sochaux-Montbéliard, FC Sochaux-Montbéliard, Toulouse FC, 1, 0, France Ligue 1
Le Mans FC, Le Mans FC, OGC Nice, 0, 1, France Ligue 1
LOSC Lille, LOSC Lille, Grenoble Foot 38, 1, 0, France Ligue 1
FC Lorient, FC Lorient, RC Lens, 1, 0, France Ligue 1
Olympique Lyonnais, Olympique Lyonnais, AS Saint-Étienne, 1, 1, France Ligue 1
AS Monaco, AS Monaco, Girondins de Bordeaux, 0, 0, France Ligue 1
Montpellier Hérault SC, Montpellier Hérault SC, AJ Auxerre, 1, 1, France Ligue 1
AS Nancy-Lorraine, AS Nancy-Lorraine, US Boulogne Cote D'Opale, 1, 3, France Ligue 1
Paris Saint-Germain, Paris Saint-Germain, FC Sochaux-Montbéliard, 4, 1, France Ligue 1
Toulouse FC, Toulouse FC, Olympique de Marseille, 1, 1, France Ligue 1
Valenciennes FC, Valenciennes FC, Stade Rennais FC, 0, 2, France Ligue 1
AJ Auxerre, AJ Auxerre, Le Mans FC, 2, 1, France Ligue 1
Girondins de Bordeaux, Girondins de Bordeaux, LOSC Lille, 3, 1, France Ligue 1
US Boulogne Cote D'Opale, US Boulogne Cote D'Opale, FC Lorient, 2, 0, France Ligue 1
Grenoble Foot 38, Grenoble Foot 38, AS Monaco, 0, 0, France Ligue 1
RC Lens, RC Lens, FC Sochaux-Montbéliard, 0, 0, France Ligue 1
Olympique de Marseille, Olympique de Marseille, Olympique Lyonnais, 2, 1, France Ligue 1
Montpellier Hérault SC, Montpellier Hérault SC, Valenciennes FC, 2, 1, France Ligue 1
OGC Nice, OGC Nice, Paris Saint-Germain, 1, 0, France Ligue 1
Stade Rennais FC, Stade Rennais FC, Toulouse FC, 4, 1, France Ligue 1
AS Saint-Étienne, AS Saint-Étienne, AS Nancy-Lorraine, 0, 0, France Ligue 1
AJ Auxerre, AJ Auxerre, Olympique Lyonnais, 0, 3, France Ligue 1
Girondins de Bordeaux, Girondins de Bordeaux, OGC Nice, 4, 0, France Ligue 1
Grenoble Foot 38, Grenoble Foot 38, RC Lens, 1, 2, France Ligue 1
Le Mans FC, Le Mans FC, AS Nancy-Lorraine, 2, 1, France Ligue 1
LOSC Lille, LOSC Lille, Toulouse FC, 1, 1, France Ligue 1
AS Monaco, AS Monaco, FC Lorient, 2, 0, France Ligue 1
Montpellier Hérault SC, Montpellier Hérault SC, FC Sochaux-Montbéliard, 2, 0, France Ligue 1
Stade Rennais FC, Stade Rennais FC, Olympique de Marseille, 1, 1, France Ligue 1
AS Saint-Étienne, AS Saint-Étienne, US Boulogne Cote D'Opale, 0, 1, France Ligue 1
Valenciennes FC, Valenciennes FC, Paris Saint-Germain, 2, 3, France Ligue 1
Le Mans FC, Le Mans FC, Stade Rennais FC, 1, 3, France Ligue 1
LOSC Lille, LOSC Lille, Montpellier Hérault SC, 4, 1, France Ligue 1
FC Lorient, FC Lorient, AS Saint-Étienne, 4, 0, France Ligue 1
Olympique Lyonnais, Olympique Lyonnais, Grenoble Foot 38, 2, 0, France Ligue 1
AS Monaco, AS Monaco, AJ Auxerre, 0, 0, France Ligue 1
AS Nancy-Lorraine, AS Nancy-Lorraine, RC Lens, 5, 1, France Ligue 1
Paris Saint-Germain, Paris Saint-Germain, US Boulogne Cote D'Opale, 3, 0, France Ligue 1
FC Sochaux-Montbéliard, FC Sochaux-Montbéliard, Olympique de Marseille, 0, 1, France Ligue 1
Toulouse FC, Toulouse FC, OGC Nice, 0, 2, France Ligue 1
Valenciennes FC, Valenciennes FC, Girondins de Bordeaux, 2, 0, France Ligue 1
AJ Auxerre, AJ Auxerre, Paris Saint-Germain, 1, 1, France Ligue 1
Girondins de Bordeaux, Girondins de Bordeaux, AS Nancy-Lorraine, 1, 2, France Ligue 1
US Boulogne Cote D'Opale, US Boulogne Cote D'Opale, Toulouse FC, 1, 1, France Ligue 1
Grenoble Foot 38, Grenoble Foot 38, FC Lorient, 1, 2, France Ligue 1
Olympique de Marseille, Olympique de Marseille, RC Lens, 1, 0, France Ligue 1
Montpellier Hérault SC, Montpellier Hérault SC, AS Monaco, 0, 0, France Ligue 1
OGC Nice, OGC Nice, FC Sochaux-Montbéliard, 0, 0, France Ligue 1
